Date,GGAL,MELI,SPY,YPF
2023-10-13,10.502179145812988,1223.5,417.1728210449219,12.739999771118164
2023-10-16,11.091992378234863,1226.199951171875,421.5621032714844,12.979999542236328
2023-10-17,10.995160102844238,1240.6500244140625,421.542724609375,13.720000267028809
2023-10-18,10.819095611572266,1211.699951171875,415.9256286621094,13.5
2023-10-19,10.273298263549805,1179.9599609375,412.27117919921875,12.609999656677246
2023-10-20,9.973989486694336,1169.6700439453125,407.2052001953125,12.289999961853027
2023-10-23,10.106039047241211,1180.1300048828125,406.4993591308594,11.489999771118164
2023-10-24,9.745107650756836,1221.989990234375,409.56414794921875,11.239999771118164
2023-10-25,10.422953605651855,1190.97998046875,403.6860046386719,11.270000457763672
2023-10-26,10.502179145812988,1175.0,398.8520202636719,11.300000190734863
2023-10-27,10.343724250793457,1200.449951171875,397.0440673828125,11.039999961853027
2023-10-30,9.797926902770996,1226.239990234375,401.79107666015625,10.449999809265137
2023-10-31,9.868351936340332,1240.739990234375,404.314453125,9.930000305175781
2023-11-01,10.519787788391113,1300.010009765625,408.6263427734375,10.350000381469727
2023-11-02,10.836702346801758,1319.5,416.4574279785156,10.699999809265137
2023-11-03,10.951143264770508,1387.7900390625,420.2569274902344,10.720000267028809
2023-11-06,10.599014282226562,1374.77001953125,421.2237243652344,10.239999771118164
2023-11-07,10.625426292419434,1382.719970703125,422.42254638671875,10.140000343322754
2023-11-08,10.317314147949219,1367.3399658203125,422.73193359375,10.029999732971191
2023-11-09,10.361330032348633,1341.3800048828125,419.4351501464844,9.960000038146973
2023-11-10,10.370133399963379,1374.3900146484375,425.9803466796875,10.319999694824219
2023-11-13,10.264495849609375,1378.2900390625,425.5743408203125,10.15999984741211
2023-11-14,10.52859115600586,1430.510009765625,433.83074951171875,10.470000267028809
2023-11-15,10.555000305175781,1442.550048828125,434.74920654296875,10.25
2023-11-16,10.449360847473145,1469.550048828125,435.28094482421875,10.210000038146973
2023-11-17,11.003962516784668,1448.0,435.82232666015625,10.729999542236328
2023-11-20,12.896642684936523,1481.989990234375,439.1771545410156,15.010000228881836
2023-11-21,12.817415237426758,1495.47998046875,438.2199401855469,14.829999923706055
2023-11-22,11.884278297424316,1525.0,439.9118957519531,15.0
2023-11-24,13.486454963684082,1535.5,440.1825256347656,16.84000015258789
2023-11-27,14.806929588317871,1599.2099609375,439.3898620605469,17.260000228881836
2023-11-28,14.859746932983398,1589.0899658203125,439.8248596191406,16.790000915527344
2023-11-29,15.247089385986328,1610.5799560546875,439.5154724121094,16.979999542236328
2023-11-30,15.123844146728516,1620.4599609375,441.24603271484375,16.610000610351562
2023-12-01,14.903763771057129,1652.010009765625,443.85638427734375,16.149999618530273
2023-12-04,14.859746932983398,1599.6300048828125,441.5264892578125,16.040000915527344
2023-12-05,15.247089385986328,1584.5999755859375,441.4394226074219,17.09000015258789
2023-12-06,14.903763771057129,1569.25,439.6605529785156,16.40999984741211
2023-12-07,14.965388298034668,1590.93994140625,443.0152893066406,16.5
2023-12-08,15.405547142028809,1577.97998046875,444.9198913574219,17.139999389648438
2023-12-11,15.379133224487305,1614.699951171875,446.6504821777344,17.079999923706055
2023-12-12,15.21187686920166,1616.9200439453125,448.6903991699219,17.260000228881836
2023-12-13,15.722461700439453,1612.1600341796875,454.8778381347656,17.600000381469727
2023-12-14,15.25589370727539,1603.510009765625,456.3377990722656,17.43000030517578
2023-12-15,14.481213569641113,1606.18994140625,455.58648681640625,17.040000915527344
2023-12-18,14.974191665649414,1619.5699462890625,458.14910888671875,17.520000457763672
2023-12-19,14.727700233459473,1629.989990234375,460.93505859375,17.31999969482422
2023-12-20,15.414346694946289,1597.43994140625,454.54779052734375,17.700000762939453
2023-12-21,15.643229484558105,1598.3299560546875,458.8577575683594,17.649999618530273
2023-12-22,16.02176856994629,1589.0799560546875,459.77996826171875,17.5
2023-12-26,15.687246322631836,1576.6400146484375,461.7213134765625,17.469999313354492
2023-12-27,15.608016014099121,1590.8800048828125,462.5561828613281,17.239999771118164
2023-12-28,15.282302856445312,1581.5999755859375,462.7309265136719,17.010000228881836
2023-12-29,15.203075408935547,1571.5400390625,461.3913269042969,17.190000534057617
2024-01-02,14.930173873901367,1529.1600341796875,458.8091735839844,16.520000457763672
2024-01-03,14.771720886230469,1500.0,455.0622863769531,16.770000457763672
2024-01-04,14.296346664428711,1519.3800048828125,453.59649658203125,16.229999542236328
2024-01-05,14.516426086425781,1538.8299560546875,454.2177429199219,16.700000762939453
2024-01-08,14.613259315490723,1575.5999755859375,460.7021179199219,16.709999084472656
2024-01-09,13.636109352111816,1573.3399658203125,460.00323486328125,16.040000915527344
2024-01-10,14.164299011230469,1598.1600341796875,462.604736328125,15.899999618530273
2024-01-11,13.891400337219238,1591.6800537109375,462.4008483886719,15.989999771118164
2024-01-12,14.067464828491211,1658.5799560546875,462.7212219238281,15.890000343322754
2024-01-16,13.803370475769043,1672.6700439453125,461.02239990234375,14.90999984741211
2024-01-17,14.31395435333252,1635.280029296875,458.4597473144531,15.0
2024-01-18,14.674884796142578,1661.97998046875,462.5367431640625,15.199999809265137
2024-01-19,15.132650375366211,1726.18994140625,468.3027648925781,15.630000114440918
2024-01-22,16.00416374206543,1756.300048828125,469.2929992675781,15.640000343322754
2024-01-23,16.189029693603516,1759.9100341796875,470.66162109375,15.789999961853027
2024-01-24,16.726022720336914,1762.699951171875,471.1761779785156,16.440000534057617
2024-01-25,17.888038635253906,1738.800048828125,473.7388610839844,17.3700008392334
2024-01-26,18.73314666748047,1795.800048828125,473.1369934082031,17.690000534057617
2024-01-29,18.73314666748047,1777.4300537109375,476.8839111328125,17.540000915527344
2024-01-30,18.92681312561035,1735.300048828125,476.51513671875,17.290000915527344
2024-01-31,19.023649215698242,1711.81005859375,468.7396545410156,17.280000686645508
2024-02-01,19.217321395874023,1748.280029296875,474.87457275390625,17.489999771118164
2024-02-02,19.278940200805664,1772.9000244140625,479.87371826171875,17.18000030517578
2024-02-05,18.2841796875,1774.75,478.1264953613281,16.40999984741211
2024-02-06,18.187349319458008,1710.3900146484375,479.5146484375,16.530000686645508
2024-02-07,17.007726669311523,1713.8699951171875,483.5140380859375,16.040000915527344
2024-02-08,15.977750778198242,1732.8299560546875,483.7275085449219,15.8100004196167
2024-02-09,16.726022720336914,1742.260009765625,486.523193359375,16.639999389648438
2024-02-12,16.946104049682617,1733.22998046875,486.30963134765625,16.739999771118164
2024-02-13,17.051746368408203,1706.239990234375,479.6116638183594,16.65999984741211
2024-02-14,17.47429084777832,1746.3699951171875,483.97021484375,17.020000457763672
2024-02-15,17.738384246826172,1771.8299560546875,487.3094482421875,17.0
2024-02-16,18.099313735961914,1768.780029296875,484.88262939453125,16.850000381469727
2024-02-20,18.2841796875,1740.010009765625,482.21319580078125,16.709999084472656
2024-02-21,18.292984008789062,1737.77001953125,482.6500244140625,16.959999084472656
2024-02-22,18.935617446899414,1817.97998046875,492.638671875,18.049999237060547
2024-02-23,19.331758499145508,1629.3199462890625,492.97845458984375,18.040000915527344
2024-02-26,19.965587615966797,1610.1300048828125,491.1728820800781,17.90999984741211
2024-02-27,19.023649215698242,1607.43994140625,492.08538818359375,17.40999984741211
2024-02-28,19.13808822631836,1579.489990234375,491.4350280761719,17.06999969482422
2024-02-29,19.375774383544922,1595.300048828125,493.20172119140625,17.299999237060547
2024-03-01,19.622262954711914,1612.75,497.83197021484375,17.829999923706055
2024-03-04,19.111679077148438,1560.0799560546875,497.29815673828125,18.709999084472656
2024-03-05,18.609895706176758,1527.2900390625,492.3280334472656,18.200000762939453
2024-03-06,20.124042510986328,1525.5899658203125,494.8227844238281,18.670000076293945
2024-03-07,20.176860809326172,1529.93994140625,499.7346496582031,18.31999969482422
2024-03-08,19.88636016845703,1512.5,496.7351379394531,17.649999618530273
2024-03-11,19.173301696777344,1547.3199462890625,496.3079833984375,17.34000015258789
2024-03-12,20.062423706054688,1545.56005859375,501.6469421386719,17.639999389648438
2024-03-13,21.391698837280273,1550.6199951171875,500.8606872558594,18.110000610351562
2024-03-14,20.564205169677734,1561.27001953125,499.8705749511719,18.0
2024-03-15,20.986753463745117,1499.510009765625,496.4381103515625,18.059999465942383
2024-03-18,21.814254760742188,1509.050048828125,499.3885192871094,19.260000228881836
2024-03-19,21.453327178955078,1519.43994140625,502.1637268066406,18.969999313354492
2024-03-20,22.307231903076172,1528.8399658203125,506.8083190917969,19.360000610351562
2024-03-21,22.85302734375,1555.68994140625,508.4831237792969,20.190000534057617
2024-03-22,22.958662033081055,1571.989990234375,507.5191650390625,20.260000228881836
2024-03-25,23.020286560058594,1550.0699462890625,506.11700439453125,20.3700008392334
2024-03-26,22.58893585205078,1537.4599609375,505.1822204589844,19.799999237060547
2024-03-27,23.020286560058594,1522.6500244140625,509.4277648925781,20.1200008392334
2024-03-28,22.377655029296875,1511.9599609375,509.3304748535156,19.799999237060547
2024-04-01,22.7033748626709,1528.949951171875,508.4441833496094,19.6299991607666
2024-04-02,21.937498092651367,1512.510009765625,505.21148681640625,19.90999984741211
2024-04-03,22.976272583007812,1504.97998046875,505.76641845703125,20.639999389648438
2024-04-04,22.712177276611328,1487.81005859375,499.5930480957031,20.229999542236328
2024-04-05,24.094276428222656,1501.719970703125,504.81219482421875,21.040000915527344
2024-04-08,24.41118621826172,1488.5799560546875,505.09454345703125,21.709999084472656
2024-04-09,25.229883193969727,1495.010009765625,505.67889404296875,21.75
2024-04-10,25.39714241027832,1478.0,500.615478515625,21.459999084472656
2024-04-11,26.2070369720459,1507.56005859375,504.3935852050781,21.610000610351562
2024-04-12,26.06618309020996,1444.1400146484375,497.43133544921875,21.170000076293945
2024-04-15,24.296754837036133,1415.8800048828125,491.1994934082031,20.209999084472656
2024-04-16,24.446401596069336,1397.8800048828125,490.3036193847656,20.25
2024-04-17,24.36717414855957,1397.8599853515625,487.40191650390625,19.469999313354492
2024-04-18,24.6752872467041,1370.25,486.39892578125,19.06999969482422
2024-04-19,25.053817749023438,1356.4300537109375,482.1534729003906,19.34000015258789
2024-04-22,27.307432174682617,1368.22998046875,486.59368896484375,20.790000915527344
2024-04-23,26.876073837280273,1395.0,492.3678894042969,20.8700008392334
2024-04-24,25.59081268310547,1370.0,492.1342468261719,20.15999984741211
2024-04-25,25.960546493530273,1363.8299560546875,490.2646789550781,20.239999771118164
2024-04-26,27.02573013305664,1406.0,494.9093933105469,21.170000076293945
2024-04-29,27.518707275390625,1438.3599853515625,496.662109375,21.479999542236328
2024-04-30,28.548673629760742,1458.699951171875,488.7944030761719,21.959999084472656
2024-05-01,28.495861053466797,1456.510009765625,487.2071838378906,22.079999923706055
2024-05-02,28.073307037353516,1505.989990234375,491.7641906738281,22.360000610351562
2024-05-03,30.212474822998047,1630.56005859375,497.8597717285156,23.3799991607666
2024-05-06,32.39565658569336,1653.8499755859375,503.00115966796875,23.8799991607666
2024-05-07,31.383304595947266,1688.68994140625,503.5561218261719,24.030000686645508
2024-05-08,31.735422134399414,1716.780029296875,503.6048278808594,24.459999084472656
2024-05-09,31.260051727294922,1695.4000244140625,506.5064697265625,24.3799991607666
2024-05-10,30.784685134887695,1693.969970703125,507.158935546875,22.780000686645508
2024-05-13,30.502979278564453,1677.3399658203125,507.2270812988281,22.780000686645508
2024-05-14,31.224842071533203,1683.9100341796875,509.5542907714844,23.020000457763672
2024-05-15,32.430870056152344,1718.5,515.8641967773438,23.90999984741211
2024-05-16,32.2284049987793,1739.1500244140625,514.802734375,23.639999389648438
2024-05-17,32.28121566772461,1749.1700439453125,515.542724609375,23.440000534057617
2024-05-20,32.81821823120117,1787.72998046875,516.1366577148438,23.770000457763672
2024-05-21,31.849868774414062,1772.0699462890625,517.4026489257812,23.530000686645508
2024-05-22,29.5610408782959,1736.780029296875,515.9127197265625,21.770000457763672
2024-05-23,27.281021118164062,1707.4000244140625,512.1444702148438,21.350000381469727
2024-05-24,28.583892822265625,1693.5699462890625,515.5330810546875,21.010000228881836
2024-05-28,29.11208152770996,1708.0,515.8931884765625,22.25
2024-05-29,30.080425262451172,1709.8599853515625,512.2807006835938,22.459999084472656
2024-05-30,32.466087341308594,1699.949951171875,508.8824768066406,23.90999984741211
2024-05-31,31.55936050415039,1725.5799560546875,513.5173950195312,23.209999084472656
2024-06-03,31.33928108215332,1693.1400146484375,513.93603515625,22.100000381469727
2024-06-04,29.26173210144043,1630.6500244140625,514.5105590820312,20.280000686645508
2024-06-05,29.270540237426758,1604.9000244140625,520.6256713867188,20.809999465942383
2024-06-06,27.738788604736328,1621.0899658203125,520.6158447265625,20.100000381469727
2024-06-07,27.879640579223633,1600.1600341796875,519.9830932617188,20.020000457763672
2024-06-10,29.372243881225586,1601.8800048828125,521.5896606445312,20.829999923706055
2024-06-11,28.55486297607422,1580.0,522.845703125,20.270000457763672
2024-06-12,30.154081344604492,1599.3399658203125,527.1399536132812,20.670000076293945
2024-06-13,31.273523330688477,1580.530029296875,528.2012939453125,21.170000076293945
2024-06-14,30.909259796142578,1582.1400146484375,528.522705078125,20.8799991607666
2024-06-17,30.269569396972656,1559.22998046875,532.7291259765625,20.440000534057617
2024-06-18,30.944799423217773,1573.4000244140625,534.0826416015625,21.010000228881836
2024-06-20,29.318933486938477,1585.030029296875,532.6317749023438,20.760000228881836
2024-06-21,29.10108184814453,1600.050048828125,531.9176635742188,20.299999237060547
2024-06-24,29.228160858154297,1582.8599853515625,530.1885986328125,20.770000457763672
2024-06-25,29.62755012512207,1642.280029296875,532.230224609375,20.81999969482422
2024-06-26,28.020910263061523,1678.9599609375,532.8946533203125,20.280000686645508
2024-06-27,28.71984100341797,1660.8900146484375,533.7347412109375,20.719999313354492
2024-06-28,27.73952293395996,1643.4000244140625,531.63427734375,20.1200008392334
2024-07-01,25.116249084472656,1597.5999755859375,532.7285766601562,19.34000015258789
2024-07-02,25.515636444091797,1596.47998046875,536.3135986328125,20.010000228881836
2024-07-03,25.86964225769043,1591.43994140625,538.70703125,20.149999618530273
2024-07-05,25.83333396911621,1658.9599609375,541.8134155273438,20.079999923706055
2024-07-08,25.896875381469727,1683.75,542.4385986328125,20.549999237060547
2024-07-09,26.169189453125,1722.050048828125,542.9662475585938,20.729999542236328
2024-07-10,26.786426544189453,1703.550048828125,548.3389282226562,21.049999237060547
2024-07-11,26.323497772216797,1708.6500244140625,543.6109008789062,21.1299991607666
2024-07-12,26.014875411987305,1761.219970703125,547.0397338867188,21.290000915527344
2024-07-15,24.88931655883789,1743.989990234375,548.5440673828125,20.989999771118164
2024-07-16,25.969491958618164,1720.4300537109375,551.7969970703125,20.639999389648438
2024-07-17,24.925626754760742,1670.0899658203125,544.0602416992188,19.8700008392334
2024-07-18,24.961936950683594,1623.260009765625,539.8792114257812,19.90999984741211
2024-07-19,25.606407165527344,1649.989990234375,536.2940063476562,20.190000534057617
2024-07-22,25.66994857788086,1687.3800048828125,541.8232421875,20.15999984741211
2024-07-23,26.777353286743164,1692.22998046875,540.9732666015625,20.469999313354492
2024-07-24,26.033029556274414,1642.550048828125,528.7135620117188,19.690000534057617
2024-07-25,25.751644134521484,1625.1500244140625,525.9586181640625,19.68000030517578
2024-07-26,26.324975967407227,1651.68994140625,531.849365234375,19.979999542236328
2024-07-29,25.637346267700195,1621.4000244140625,532.1618041992188,19.299999237060547
2024-07-30,25.107688903808594,1626.1500244140625,529.4656982421875,18.950000762939453
2024-07-31,26.919677734375,1668.9000244140625,538.0719604492188,19.940000534057617
2024-08-01,26.362146377563477,1606.06005859375,530.452392578125,19.3700008392334
2024-08-02,24.763874053955078,1776.1400146484375,520.5761108398438,18.139999389648438
2024-08-05,24.726707458496094,1776.0,505.4151611328125,18.059999465942383
2024-08-06,26.064790725708008,1810.3900146484375,510.07476806640625,18.450000762939453
2024-08-07,26.64090919494629,1859.699951171875,506.6654968261719,19.030000686645508
2024-08-08,30.45073699951172,1869.4000244140625,518.3782348632812,19.780000686645508
2024-08-09,31.81669807434082,1883.6199951171875,520.6641235351562,20.579999923706055
2024-08-12,31.81669807434082,1901.8199462890625,520.9376220703125,21.440000534057617
2024-08-13,31.974666595458984,1916.199951171875,529.5048217773438,21.59000015258789
2024-08-14,32.93177032470703,1898.5699462890625,531.1753540039062,21.600000381469727
2024-08-15,32.97822952270508,1996.43994140625,540.27978515625,21.780000686645508
2024-08-16,32.680885314941406,1977.969970703125,541.4911499023438,21.670000076293945
2024-08-19,32.86589050292969,2028.0,546.66845703125,21.790000915527344
2024-08-20,32.9797477722168,2005.6600341796875,545.779541015625,21.639999389648438
2024-08-21,32.13533401489258,2007.4599609375,547.6551513671875,21.1200008392334
2024-08-22,31.423736572265625,1988.8299560546875,543.3567504882812,20.68000030517578
2024-08-23,32.903839111328125,2000.31005859375,549.1301879882812,21.06999969482422
2024-08-26,32.059425354003906,2004.699951171875,547.8211669921875,21.31999969482422
2024-08-27,33.15052795410156,2036.2099609375,548.5734252929688,21.59000015258789
2024-08-28,33.38772201538086,1995.1700439453125,545.3887939453125,21.729999542236328
2024-08-29,35.75019073486328,2015.7900390625,545.4376220703125,22.440000534057617
2024-08-30,37.163883209228516,2061.659912109375,550.644287109375,23.700000762939453
2024-09-03,38.22651672363281,1990.1700439453125,539.3126220703125,23.25
2024-09-04,40.076656341552734,1991.5899658203125,538.2088012695312,24.040000915527344
2024-09-05,39.83946228027344,2038.1800537109375,536.8997192382812,23.920000076293945
2024-09-06,38.9760627746582,1986.050048828125,527.8636474609375,23.350000381469727
2024-09-09,40.12409973144531,2029.9100341796875,533.7737426757812,23.270000457763672
2024-09-10,39.421993255615234,2017.5799560546875,536.0986938476562,22.719999313354492
2024-09-11,40.94954299926758,2045.8800048828125,541.5984497070312,22.81999969482422
2024-09-12,41.253143310546875,2140.10009765625,546.1605224609375,23.110000610351562
2024-09-13,42.752227783203125,2122.3701171875,549.012939453125,23.309999465942383
2024-09-16,42.05961227416992,2105.510009765625,549.8238525390625,23.8700008392334
2024-09-17,42.82813262939453,2074.260009765625,550.048583984375,23.649999618530273
2024-09-18,43.76742935180664,2102.639892578125,548.4171142578125,23.559999465942383
2024-09-19,44.687740325927734,2109.39990234375,557.7755126953125,24.260000228881836
2024-09-20,44.2418098449707,2103.75,556.811279296875,23.649999618530273
2024-09-23,43.29303741455078,2102.6298828125,558.2028198242188,22.8799991607666
2024-09-24,42.088077545166016,2111.0,559.7998657226562,22.75
2024-09-25,40.92107009887695,2131.2900390625,558.5653686523438,22.350000381469727
2024-09-26,40.99697494506836,2100.2099609375,560.7797241210938,22.059999465942383
2024-09-27,41.537776947021484,2064.7099609375,559.9664916992188,21.68000030517578
2024-09-30,39.9343376159668,2051.9599609375,562.2103271484375,21.209999084472656
2024-10-01,40.23794937133789,2066.1201171875,557.1739501953125,21.670000076293945
2024-10-02,39.792015075683594,1970.719970703125,557.4091186523438,21.690000534057617
2024-10-03,41.18673324584961,1959.199951171875,556.3899536132812,22.360000610351562
2024-10-04,41.262638092041016,1960.0,561.4461059570312,22.239999771118164
2024-10-07,40.342308044433594,1963.22998046875,556.370361328125,21.979999542236328
2024-10-08,41.91729736328125,2014.22998046875,561.63232421875,22.100000381469727
2024-10-09,44.19438171386719,2047.989990234375,565.5224609375,23.59000015258789
2024-10-10,45.48472595214844,2040.5,564.53271484375,24.25
2024-10-11,47.221004486083984,2091.159912109375,567.9132080078125,24.8799991607666
2024-10-14,46.90790557861328,2079.9599609375,572.5578002929688,25.25
2024-10-15,47.10715103149414,2033.6199951171875,568.1093139648438,25.739999771118164
2024-10-16,46.338626861572266,2046.469970703125,570.5784912109375,24.8799991607666
2024-10-17,46.31965255737305,2065.8701171875,570.6275024414062,25.020000457763672
2024-10-18,48.02747344970703,2079.7900390625,572.8223876953125,25.0
2024-10-21,48.036956787109375,2100.580078125,571.8817749023438,24.8700008392334
2024-10-22,47.951560974121094,2067.820068359375,571.5780029296875,24.81999969482422
2024-10-23,47.221004486083984,2038.699951171875,566.355224609375,24.299999237060547
2024-10-24,50.21916198730469,2055.929931640625,567.5801391601562,25.110000610351562
2024-10-25,51.12999725341797,2047.3499755859375,567.3841552734375,25.649999618530273
2024-10-28,51.33872985839844,2056.090087890625,569.13818359375,25.510000228881836
2024-10-29,50.788429260253906,2026.5699462890625,570.0592041015625,24.84000015258789
2024-10-30,49.58346939086914,2020.719970703125,568.3345336914062,24.549999237060547
2024-10-31,50.01991653442383,2037.1800537109375,557.1935424804688,24.510000228881836
2024-11-01,49.27037048339844,2054.89990234375,559.5452270507812,25.3700008392334
2024-11-04,49.09959030151367,2063.699951171875,558.3400268554688,26.59000015258789
2024-11-05,49.13754653930664,2090.010009765625,565.09130859375,27.489999771118164
2024-11-06,52.126216888427734,2117.300048828125,579.1425170898438,28.25
2024-11-07,51.955440521240234,1774.050048828125,583.6206665039062,29.31999969482422
2024-11-08,51.06357955932617,1872.010009765625,586.148681640625,29.239999771118164
2024-11-11,51.05409240722656,1961.1600341796875,586.707275390625,29.84000015258789
2024-11-12,51.94594955444336,1977.3900146484375,584.8847045898438,29.790000915527344
2024-11-13,52.21160125732422,1930.949951171875,585.1688232421875,30.90999984741211
2024-11-14,51.90800094604492,1876.199951171875,581.4061279296875,32.2599983215332
2024-11-15,53.407073974609375,1880.0,573.9591674804688,32.38999938964844
2024-11-18,56.130088806152344,1916.1199951171875,576.3109130859375,34.939998626708984
2024-11-19,54.10917282104492,1916.510009765625,578.41748046875,35.54999923706055
2024-11-20,54.706905364990234,1931.260009765625,578.6134643554688,37.16999816894531
